ano,codigo_depto,departamento,poblacion_5_16,tasa_matriculacion_5_16,cobertura_neta,cobertura_neta_transicion,cobertura_neta_primaria,cobertura_neta_secundaria,cobertura_neta_media,cobertura_bruta,cobertura_bruta_transicion,cobertura_bruta_primaria,cobertura_bruta_secundaria,cobertura_bruta_media,tamano_promedio_grupo,sedes_conectadas_a_internet,desercion,desercion_transicion,desercion_primaria,desercion_secundaria,desercion_media,aprobacion,aprobacion_transicion,aprobacion_primaria,aprobacion_secundaria,aprobacion_media,reprobacion,reprobacion_transicion,reprobacion_primaria,reprobacion_secundaria,reprobacion_media,repitencia,repitencia_transicion,repitencia_primaria,repitencia_secundaria,repitencia_media
2013,50,Meta,213170,94.83,0.9476,62.52,94.48,76.98,43.24,1.0643,95.9,119.02,105.96,80.32,42.67,19.32,0.0449,4.66,3.83,5.69,3.72,0.9387000000000001,0.17,95.15,5.69,94.06,1.63,0.17,95.15,2.72,2.22,1.15,0.17,0.93,1.86,0.66
2013,52,Nariño,399032,76.6,0.7658,45.93,75.34,56.14,28.99,0.9362,77.61,111.69,90.65,62.36,32.94,30.83,0.028999999999999998,0.88,3.07,3.39,2.07,0.9582999999999999,0.02,96.34,3.39,95.58,1.26,0.02,96.34,2.31,2.35,1.85,0.02,1.84,2.34,1.34
2013,54,Norte de Santander,317334,86.42,0.8637,61.14,88.74,66.27,37.86,1.0076,101.28,117.19,96.31,70.64,43.68,8.69,0.0366,3.76,3.11,4.68,3.02,0.9529000000000001,0.14,96.15,4.68,95.47,1.05,0.14,96.15,1.63,1.5,1.72,0.14,1.3,2.67,1.56
2013,63,Quindio,111539,85.89,0.8587,51.39,78.3,78.46,47.06,1.0048000000000001,78.84,100.46,112.71,87.2,49.12,64.71,0.053,6.17,4.3,6.75,4.07,0.897,0.06,92.31,6.75,90.75,0.0499,0.06,92.31,7.71,5.19,1.21,0.06,1.04,1.81,0.65
2013,66,Risaralda,187946,89.97,0.8981,58.08,85.86,75.28,42.49,1.064,92.38,112.67,113.31,85.08,30.08,27.54,0.051699999999999996,5.43,3.69,7.45,3.97,0.8976999999999999,0.91,93.03,7.45,90.39,0.0506,0.91,93.03,8.12,5.64,0.94,0.91,0.86,1.29,0.63
2013,68,Santander,419596,93.4,0.9328,60.45,92.92,80.27,48.09,1.0644,103.86,114.56,109.06,84.09,38.86,15.65,0.036000000000000004,4.7,2.69,4.72,3.09,0.9298000000000001,0.47,95.3,4.72,92.5,0.0341,0.47,95.3,5.58,4.41,0.0204,0.47,1.48,3.29,1.35
2013,70,Sucre,202453,96.68,0.9664,67.66,95.7,75.42,39.63,1.1732,133.11,137.45,106.85,81.58,34.84,30.49,0.0383,4.08,3.31,4.66,3.41,0.8668,0.82,87.51,4.66,87.68,0.0949,0.82,87.51,12.9,8.91,0.7,0.82,0.72,0.69,0.64
2013,73,Tolima,317546,87.02,0.8695,55.82,83.99,73.08,40.52,1.002,90.67,104.19,108.57,78.24,37.0,20.39,0.0401,4.57,3.5,4.9,3.04,0.8865000000000001,0.3,90.39,4.9,90.54,0.07339999999999999,0.3,90.39,10.96,6.41,0.5,0.3,0.5,0.61,0.39
2013,76,Valle del Cauca,887988,87.56,0.8737,58.92,84.98,71.27,40.61,1.0144,94.38,110.17,104.54,78.82,29.67,56.39,0.0304,2.72,2.57,3.8,2.88,0.9357,0.25,94.83,3.8,93.6,0.0339,0.25,94.83,5.13,3.52,1.3,0.25,1.09,1.9,0.86
2013,81,Arauca,74658,70.71,0.7070000000000001,43.08,69.81,54.13,27.78,0.8162999999999999,81.38,93.13,78.11,56.13,27.69,16.63,0.0417,2.13,4.26,5.09,2.63,0.9582999999999999,0,95.74,5.09,97.28,0.01,0,95.74,0,0.09,0.0242,0,1.96,3.63,2.04
2013,85,Casanare,86460,103.73,1.0369,74.55,102.07,84.85,45.46,1.1781,109.85,127.8,120.14,92.1,31.93,33.44,0.036699999999999997,4.42,3.14,4.5,2.93,0.9086,0.41,92.3,4.5,92.38,0.0547,0.41,92.3,8.22,4.7,1.34,0.41,1.21,2.03,0.54
2013,86,Putumayo,92887,76.96,0.7696,36.82,76.77,60.32,27.69,0.8983,80.15,99.83,92.02,65.13,55.79,7.51,0.056799999999999996,6.25,4.5,7.44,5.41,0.8853,0.32,91.13,7.44,87.73,0.0579,0.32,91.13,8.98,6.86,0.98,0.32,0.92,1.34,0.56
2013,88,"Archipiélago de San Andrés, Providencia y Santa Catalina",15536,67.93,0.6789000000000001,48.61,66.5,62.41,39.06,0.7443000000000001,67.22,74.96,81.92,61.98,38.24,80,0.91,0.93,1,0.97,0.42,0.9908,0,99,0.97,99.49,0.01,0,99,0,0.08,0.0473,0,3.31,6.98,3.63
2013,91,Amazonas,22123,81.84,0.8183,48.38,83.96,58.22,22.09,0.9541,96.86,111.83,91.23,59.61,27.6,12.84,0.0329,3.16,1.82,5.26,5.57,0.9578,0,97.05,5.26,92.31,0.93,0,97.05,0.56,2.12,0.0432,0,4.41,5.16,2.58
2013,94,Guainía,11918,72.57,0.7256,50.89,69.02,30.32,9.12,1.1403,108.76,150.84,101.87,52.76,59.64,23.08,0.0493,3.56,3.83,7.92,6.21,0.7970999999999999,10.2,80.71,7.92,83.3,0.1536,10.2,80.71,18.56,10.49,0.0359,10.2,3.72,3.06,1.55
2013,95,Guaviare,31276,57.33,0.5732,29.48,55.21,44.04,20.89,0.7031000000000001,58.4,78.05,73.35,49.64,45.17,21.43,0.04019999999999999,3.63,4.31,4.14,2.39,0.9597,0,95.69,4.14,97.56,0.01,0,95.69,0,0.06,1.16,0,0.8,1.84,1.79
2013,97,Vaupés,12659,62.25,0.6225,21.69,63.88,33.2,8.94,0.7445,46.56,100.04,64.21,41.06,14.37,19.33,0.08529999999999999,11.55,7.25,11.19,6.75,0.813,1.52,80.44,11.19,85.61,0.1017,1.52,80.44,7.85,7.64,0.0285,1.52,2.96,3.01,3.2
2013,99,Vichada,20977,74.61,0.746,35.04,74.82,36.74,14.01,0.8456999999999999,85.77,119.02,62.13,35.26,20.97,35.33,0.0917,7.4,9.83,8.75,6.71,0.8784000000000001,0.26,87.5,8.75,88.89,0.029900000000000003,0.26,87.5,4.46,4.4,1.25,0.26,0.91,2.36,1.7
2014,5,Antioquia,1266533,90.97,0.9085,64.15,90.68,75.13,41.79,1.0390000000000001,84.41,111.92,109.8,82.73,31.17,62.72,0.0233,2.06,1.91,3.09,2.01,0.9508,0.07,96.35,3.09,94.9,0.0259,0.07,96.35,4.2,3.09,0.0209,0.07,1.61,3.35,1.84
2014,8,Atlántico,521917,85.81,0.8558,52.18,81.1,74.83,44.17,0.9365000000000001,82.87,101.61,96.24,73.86,23.57,80.87,0.0329,1.28,3.38,3.66,3.04,0.9637,0.01,96.21,3.66,96.72,0.34,0.01,96.21,0.35,0.24,1.82,0.01,1.7,2.39,1
2014,11,"Bogotá, D.C.",1460379,80.79,0.8038,57.76,76.77,75.23,49.97,0.8665999999999999,74.09,86.68,93.86,78.68,17.07,99.44,0.025,2.7,2.01,3.01,2.48,0.9736,0,97.93,3.01,97.35,0.14,0,97.93,0.25,0.17,0.08689999999999999,0,5.47,14.06,8.14
2014,13,Bolívar,490573,87.5,0.8741,58.42,85.29,71.09,37.69,0.9871,103.3,109.1,98.15,71.87,21.18,42.16,0.0353,1.92,3.47,4.19,3.06,0.941,0.08,94.88,4.19,93.93,0.023700000000000002,0.08,94.88,3.86,3.01,1.96,0.08,1.96,2.5,1.2
2014,15,Boyacá,288366,83.94,0.8389,63.09,80.59,74.9,48.36,0.9473999999999999,82.74,92.61,102.47,89.85,25.43,21.05,1.89,1.67,1.32,2.55,1.97,0.938,0.22,95.83,2.55,93.39,0.0431,0.22,95.83,6.6,4.65,0.022400000000000003,0.22,1.68,3.48,1.86
2014,17,Caldas,195455,80.96,0.8093,54.11,76.53,70.6,43.68,0.9236,71.33,94.42,99.47,83.4,26.18,28.42,0.0265,3.01,2.03,3.45,2.48,0.9473999999999999,0.25,95.86,3.45,94.8,0.026000000000000002,0.25,95.86,3.64,2.72,1.73,0.25,1.35,2.54,1.79
2014,18,Caquetá,124473,79.36,0.7933,46.22,79.56,57.15,23.36,0.9170999999999999,80.82,108.91,88.44,59.22,28.64,10.89,0.042300000000000004,4.34,3.85,4.84,4.27,0.9567,0,96.1,4.84,94.95,0.1,0,96.1,0.05,0.78,1.18,0,0.98,1.91,0.91
2014,19,Cauca,316362,84.6,0.8458,45.54,86,64.65,31.39,1.0548,83.07,117.29,109.27,80.85,21.34,42.74,0.0454,1.67,3.8,6.25,4.91,0.9533,0,96.17,6.25,94.12,0.12,0,96.17,0.01,0.97,1.2,0,1.05,1.78,1.01
2014,20,Cesar,261493,96.29,0.9614,59.55,93.79,74.6,36.99,1.1111,114.26,127.66,106.98,75.61,28.52,30.59,0.0495,5.86,4.41,5.7,4.25,0.9287000000000001,0.69,93.93,5.7,93.26,0.0219,0.69,93.93,3.3,2.5,1.2,0.69,1.1,1.69,0.68
2014,23,Córdoba,408623,93.23,0.9319,54.82,90.81,74.98,36.92,1.1059,102.61,118.3,115.69,84.48,22.34,45.22,0.021099999999999997,1.7,1.72,2.64,2.62,0.975,0.06,98.07,2.64,96.58,0.39,0.06,98.07,0.62,0.8,0.020099999999999996,0.06,2.07,2.47,1.47
2014,25,Cundinamarca,573948,89.99,0.8979,58.96,85.05,81.31,48.48,0.9975,88.53,100.84,109.05,84.06,19.65,21.58,0.026000000000000002,2.44,1.94,3.43,2.56,0.9672,0.01,97.8,3.43,96.19,0.69,0.01,97.8,1.15,1.25,1.73,0.01,1.23,2.73,1.43
2014,27,Chocó,145299,81.15,0.8114,53.73,83.75,47.84,18.37,1.0066,89.83,125.01,88.43,64.86,18.8,18.84,0.0353,2.96,3.25,4.54,2.74,0.9057999999999999,0.21,90.85,4.54,93.24,0.058899999999999994,0.21,90.85,8.27,4.02,0.44,0.21,0.52,0.39,0.11
2014,41,Huila,270459,88.35,0.8829,59.17,88.99,75.54,39.36,0.9941,81.86,107.26,105.87,75.89,26.94,24.48,0.0333,2.23,2.35,4.87,3.61,0.9653,0,97.63,4.87,95.64,0.14,0,97.63,0.16,0.74,1.08,0,0.86,1.6,1.1
2014,44,La Guajira,251458,74.91,0.7487,47.26,71.68,44.78,20.09,0.8884000000000001,97.32,115.69,70.35,43.85,22.55,37.52,0.044800000000000006,2.26,4.27,6.03,4.05,0.9514,0.11,95.52,6.03,95.26,0.38,0.11,95.52,0.8,0.69,1.3,0.11,1.28,1.82,1.06
2014,47,Magdalena,331389,90.35,0.9009999999999999,59.38,83.79,67.94,33.95,1.084,128.4,126.67,99.26,69.5,19.59,23,0.0296,1.81,2.97,3.34,2.87,0.9605,0.4,96.23,3.34,96.07,0.99,0.4,96.23,1.44,1.06,0.93,0.4,0.86,1.17,0.49
2014,50,Meta,215227,94.77,0.9472,59.88,93.29,78.64,42.39,1.064,90.26,118.91,108.51,77.98,28.07,21.28,0.0302,3.31,2.72,3.6,2.37,0.9506999999999999,0.13,96.07,3.6,95.7,1.9,0.13,96.07,3.29,1.94,1.41,0.13,1.06,2.44,0.77
2014,52,Nariño,397640,75.23,0.7522,40.97,73.85,56.67,30.02,0.8987,71.81,102.11,87.78,72.66,22.2,36.4,0.0291,0.52,2.6,4,2.58,0.9698,0,97.36,4,97.03,0.11,0,97.36,0.17,0.4,1.6,0,1.36,2.38,1.37
2014,54,Norte de Santander,313966,87.2,0.8715,57.87,89.64,68.4,36.99,0.9876999999999999,95.62,113.08,96.13,72.08,28.03,15.46,0.033,3.61,3.37,3.4,2.46,0.9606999999999999,0.09,96.28,3.4,96.48,0.62,0.09,96.28,1.02,1.06,1.64,0.09,1.21,2.71,1.4
2014,63,Quindio,110359,83.93,0.8390000000000001,44.26,76.97,78.46,44.57,0.9759,71.11,95.29,112.65,86.52,29.57,32.26,0.0368,3.98,2.91,4.69,3.11,0.9301999999999999,0.11,95.15,4.69,93.46,0.0329,0.11,95.15,5.31,3.43,1.41,0.11,1.08,2.18,1.05
2014,66,Risaralda,185754,88.18,0.8802,51.56,84.11,76.47,41.11,1.0353,82.14,106.63,114.18,85.75,26.09,56.63,0.036699999999999997,4,3.04,4.65,2.96,0.9308,0.52,94.54,4.65,93.52,0.0325,0.52,94.54,4.75,3.52,1.66,0.52,1.32,2.62,1.2
2014,68,Santander,413227,93.63,0.9351999999999999,57.1,93.33,81.72,47,1.0595,95.89,114.25,110.33,83.1,26.12,21.54,0.0282,2.42,2.43,3.46,2.65,0.9545,0.49,96.59,3.46,95.08,1.73,0.49,96.59,2.8,2.27,1.76,0.49,1.36,2.8,1.36
2014,70,Sucre,201098,96.88,0.9682,68.99,95.99,75.59,39.86,1.1329,131.26,124.25,110.21,83.81,23.85,59.08,0.0583,2.16,5.87,7.25,4.9,0.8508,0.63,85.57,7.25,86.61,0.0908,0.63,85.57,12.69,8.49,1.2,0.63,1.18,1.58,0.79
2014,73,Tolima,313709,86.36,0.863,51.27,84.15,72.77,40.72,0.9632,84.76,105.4,98.84,74.52,26.31,34.56,0.0416,2.83,4.21,4.56,3.62,0.9031,0.27,91.55,4.56,91.45,0.0553,0.27,91.55,8.58,4.93,0.92,0.27,0.82,1.32,0.65
2014,76,Valle del Cauca,880625,85.52,0.8534,53.64,83.48,70.81,39.12,0.9840000000000001,87.98,105.84,103.24,76.79,21.91,36.22,0.0216,2.06,1.8,2.74,1.96,0.956,0.18,96.62,2.74,95.9,0.022400000000000003,0.18,96.62,3.61,2.14,0.82,0.18,0.81,1.06,0.52
2014,81,Arauca,74948,71.55,0.7151000000000001,43.19,70.83,54.71,27.6,0.8148000000000001,76.66,93.11,79.12,56.24,20.42,21.23,0.0559,1.65,5,7.39,6.76,0.9440000000000001,0,95,7.39,93.13,0.01,0,95,0,0.11,0.0204,0,1.47,3.72,1.39
2014,85,Casanare,86899,103.26,1.0324,70.06,102.1,84.71,46.18,1.1709,100.87,128.33,120.06,90.92,25.78,23.46,0.0227,1.92,2.08,2.64,2.2,0.9287000000000001,0.28,94.55,2.64,93.95,0.048600000000000004,0.28,94.55,8.36,3.85,1.19,0.28,1.02,1.87,0.56
2014,86,Putumayo,92368,77.72,0.7770999999999999,36.98,76.41,63.22,28.53,0.9013,75.09,98.89,95.06,65.79,28.41,18.04,0.0433,4.1,3.4,5.76,4.23,0.9459000000000001,0,95.96,5.76,93.92,1.08,0,95.96,1.76,1.85,1.04,0,0.76,1.79,0.98
2014,88,"Archipiélago de San Andrés, Providencia y Santa Catalina",15395,68.17,0.6812999999999999,54.44,68.17,61.25,38.52,0.7386,76.59,76.07,78.89,57.48,26.04,96,1.22,2.11,0.94,1.25,1.55,0.9873999999999999,0,99.06,1.25,98.17,0.03,0,99.06,0,0.27,0.037200000000000004,0,2.9,5.69,3.76
2014,91,Amazonas,22167,82.13,0.8210999999999999,43.91,84.93,57.69,23.09,0.9565,89.5,114.05,89.12,63.26,20.29,16.51,0.0304,2.97,1.95,4.67,4.35,0.9693,0,98.02,4.67,95.65,0.03,0,98.02,0.05,0,0.039,0,3.32,6.17,3.39
2014,94,Guainía,11916,73.67,0.7367,57.3,71.08,34.22,8.03,0.9009,115.92,116.34,76.82,40.08,26.42,30.77,0.048799999999999996,4.59,3.8,7.24,5.33,0.8194,10.69,84.86,7.24,86.27,0.1317,10.69,84.86,19.09,8.4,0.0464,10.69,4.28,5.62,2.64
2014,95,Guaviare,31344,56.23,0.5623,26.53,54.26,43.26,20.72,0.6766,51.86,74.98,71.57,48.53,29.54,15.02,0.025699999999999997,2.35,2.34,3.16,2.07,0.9717,1.42,97.59,3.16,97.62,0.26,1.42,97.59,0.27,0.3,1.42,1.42,1.17,2.04,1.67
2014,97,Vaupés,12699,62.82,0.6282,20.97,62.37,34.17,11.1,0.7425,41.77,99.52,65.62,41.31,15.28,12.61,0.0786,3.18,5.99,11.83,12.07,0.9,0,92.42,11.83,81.57,0.021400000000000002,0,92.42,2.68,6.36,0.032,0,4.11,2.09,0.86
2014,99,Vichada,21331,74.52,0.7451000000000001,34.5,74.82,36.18,14.2,0.841,83.6,118.12,62.09,36.36,17.86,49.46,0.0509,3,3.95,8.63,5.48,0.8875,2.94,88.65,8.63,89.51,0.0616,2.94,88.65,4.47,5.01,1.1,2.94,0.93,1.97,0.81
2015,5,Antioquia,1262800,89.92,0.8979,61.07,89.02,74.17,42.61,1.0314,79.42,111,110.09,82.19,30.39,61.29,0.0382,2.86,2.97,5.55,2.8,0.8934000000000001,0.2,91.59,5.55,91.56,0.0684,0.2,91.59,10.56,5.64,0.028300000000000002,0.2,2.26,4.55,1.95
2015,8,Atlántico,520783,86.17,0.8592,53.52,82.12,74.28,45.61,0.9338,81.92,100.78,95.67,76.02,26.27,88,1.39,1.74,1.29,1.57,1,0.9519,1.06,95.8,1.57,96.78,0.0342,1.06,95.8,4.96,2.22,1.69,1.06,1.38,2.42,1.06
2015,11,"Bogotá, D.C.",1455309,82.2,0.8177,59.17,78.94,74.89,50.61,0.8845000000000001,73.77,89.14,94.6,81.94,27.56,98.87,0.0363,3.48,2.72,4.85,3.2,0.9629000000000001,0,97.25,4.85,96.57,0.09,0,97.25,0.12,0.23,0.09910000000000001,0,6.49,16.02,7.94
2015,13,Bolívar,488886,88.78,0.8869,58.5,87.33,71.05,39.34,1.0018,98.61,111.11,100.44,73.44,23.02,44.94,0.0301,3.16,2.54,3.75,2.69,0.915,0.78,92.85,3.75,92.34,0.054900000000000004,0.78,92.85,8.15,4.97,1.83,0.78,1.74,2.46,0.92
2015,15,Boyacá,284611,83.62,0.8356999999999999,63.02,80.65,74.22,48.61,0.9337000000000001,82.1,92.12,101.3,85.47,25.17,22.96,0.0222,1.8,1.39,3.19,2.32,0.9327,0.29,95.64,3.19,93.39,0.0451,0.29,95.64,7.09,4.29,0.0227,0.29,1.46,3.68,2.07
2015,17,Caldas,194108,78.9,0.7886,52.47,74.53,69.24,43.55,0.9018999999999999,68.31,91.54,97.76,82.41,25.44,30.69,0.036699999999999997,3.66,2.7,5.07,3.1,0.8813,0.8,90.65,5.07,90.57,0.08199999999999999,0.8,90.65,12.14,6.34,0.0218,0.8,1.55,3.58,1.65
2015,18,Caquetá,124382,73.14,0.7312000000000001,43.87,72.82,54.52,23.63,0.8542000000000001,75.37,99.51,82.51,60.16,22.94,14.77,0.0487,4.9,4.11,6.31,4.08,0.9165000000000001,0.67,92.31,6.31,93.23,0.0348,0.67,92.31,4.22,2.69,1.26,0.67,1.02,1.87,1.17
2015,19,Cauca,312453,82.21,0.8220999999999999,44.7,84.42,63.04,31.28,0.9904000000000001,80.51,112.85,99.32,74.71,19.12,44.93,0.0217,2.12,1.31,3.43,2.46,0.9164,1.03,92.86,3.43,92.05,0.061900000000000004,1.03,92.86,8.17,5.48,1.23,1.03,1.24,1.6,0.68
2015,20,Cesar,260802,95.52,0.9539,61.65,92.76,73.88,38.63,1.0985,109.95,126.53,104.38,78.46,26.72,39.87,0.0438,5.46,3.96,5.1,3.1,0.9048,1.22,91.48,5.1,92.31,0.051399999999999994,1.22,91.48,7.24,4.59,1.08,1.22,1.06,1.32,0.35
2015,23,Córdoba,409982,89.54,0.895,52.58,87.47,72.18,38.97,1.0332999999999999,94.22,113.14,105.16,78.72,21.09,39.12,0.0226,2.83,1.78,2.9,2.05,0.9451,0.62,95.55,2.9,94.32,0.0323,0.62,95.55,4.59,3.63,1.79,0.62,1.95,2.05,1.1
2015,25,Cundinamarca,576429,90.72,0.9047,55.93,86.83,80.91,50.5,1.0022,83.58,102.59,108.25,86.49,19.59,32.73,0.0327,3.52,2.24,4.62,2.86,0.932,0.43,95.57,4.62,93.84,0.0352,0.43,95.57,5.8,3.3,0.021400000000000002,0.43,1.67,3.26,1.44
2015,27,Chocó,145625,80.48,0.8048000000000001,51.99,82.2,47.3,20.35,1.0090999999999999,91.24,126.13,87.89,63.56,18.79,20.15,0.0478,4.27,4.36,6.31,3.02,0.8835,0.34,87.49,6.31,94.07,0.0687,0.34,87.49,7.41,2.91,0.29,0.34,0.3,0.34,0.12
2015,41,Huila,269323,87.64,0.8758,58,87.77,74.81,40.15,0.9918,80.48,107.37,105.2,76.13,26.24,38.93,0.051699999999999996,4.49,3.52,7.75,4.66,0.8704000000000001,0.34,90.64,7.75,87.67,0.0779,0.34,90.64,12.09,7.67,1.09,0.34,0.8,1.78,0.87
2015,44,La Guajira,258207,74.12,0.7408,47.17,71.58,44.62,19.8,0.8661,95.91,110.96,71.23,42.18,23.7,21.9,0.0229,1.96,1.96,3.25,1.91,0.9582999999999999,0.4,96.11,3.25,96.79,1.88,0.4,96.11,2.52,1.3,1.42,0.4,1.29,1.84,0.64
2015,47,Magdalena,330539,93.61,0.9343,64.05,87.3,69.06,35.65,1.0808,143.18,118.86,103.73,71.43,22.89,40.02,0.0354,3.07,3.54,3.93,2.82,0.9368000000000001,1.28,93.88,3.93,94.86,0.0278,1.28,93.88,3.72,2.32,1.07,1.28,1,1.4,0.46
2015,50,Meta,217437,92.19,0.9214,59.32,90.32,76.35,42.26,1.0388,89.88,113.25,106.12,82.14,27.52,52.9,0.033,3.39,2.68,4.35,2.57,0.9208,0.1,94.23,4.35,93.46,0.0462,0.1,94.23,7.94,3.97,1.1,0.1,0.78,1.94,0.55
2015,52,Nariño,396138,73.53,0.7351000000000001,39.88,71.43,56.46,29.95,0.8826,69.82,95.64,94.26,67.17,21.61,30.27,1.23,0.85,0.75,1.9,1.51,0.9642000000000001,0.03,97.47,1.9,95.2,0.0235,0.03,97.47,3.39,3.28,1.35,0.03,1.04,2.27,0.95
2015,54,Norte de Santander,310611,85.89,0.8584,58.03,89.27,68.7,36.24,0.9926999999999999,92.26,113.58,97.55,72.75,24.33,19.12,0.026600000000000002,2.9,2.07,3.53,2.54,0.9575,0.15,96.86,3.53,95.35,1.59,0.15,96.86,2.55,2.11,1.31,0.15,1.08,2,0.85
2015,63,Quindio,109400,81.93,0.8186,44.92,74.18,76.01,48.03,0.9403,70.16,89.46,108.4,88.63,28.78,15.93,0.059000000000000004,5.92,4.74,7.63,4.67,0.8809,0.15,91.46,7.63,88.94,0.0601,0.15,91.46,9.31,6.39,1.38,0.15,1.11,2.04,1.1
2015,66,Risaralda,183900,88.12,0.8794,54.05,83.32,76.6,43.22,1.025,81.12,103.21,113.61,89.46,25.65,55.42,0.050499999999999996,5,3.67,7.2,3.83,0.8903,1.38,92.49,7.2,91,0.0592,1.38,92.49,9.64,5.18,1.52,1.38,1.28,2.36,0.73
2015,68,Santander,407815,94.5,0.9437000000000001,59.9,94.34,82.45,47.84,1.0597,94.26,112.23,111.9,85.51,26.17,25.65,0.0317,4.18,2.37,4.22,2.51,0.9193000000000001,0.81,94.7,4.22,92.36,0.049,0.81,94.7,8.18,5.13,1.62,0.81,1.12,2.64,1.31
2015,70,Sucre,200001,95.8,0.9573999999999999,67.38,95,73.13,42.25,1.1216,125.56,122.33,109.59,85.64,22.7,50.39,0.0265,2.96,1.98,3.54,2.59,0.8704000000000001,0.97,88.13,3.54,88.57,0.10310000000000001,0.97,88.13,14.27,8.84,0.61,0.97,0.69,0.55,0.23
2015,73,Tolima,310206,85.48,0.8541,51.39,83.09,71.52,42.41,0.9632,82.72,104.54,98.92,77.44,25.42,27.8,0.0371,4.45,3.1,4.68,2.77,0.8908,0.57,90.97,4.68,91.96,0.0722,0.57,90.97,10.99,5.27,0.58,0.57,0.52,0.83,0.37
2015,76,Valle del Cauca,875476,84.44,0.8426,50.96,82.63,69.59,39.64,0.9673999999999999,82.24,104.4,101.13,77.2,22.38,43.1,0.0278,3.07,2.24,3.63,2.31,0.9104000000000001,0.69,93.14,3.63,92.71,0.061799999999999994,0.69,93.14,9.7,4.99,0.92,0.69,0.72,1.44,0.6
2015,81,Arauca,75107,72.88,0.7284,46.47,71.95,55.91,28.37,0.8295,82.65,91.52,82.64,59.76,20.22,37.55,0.0351,3.17,2.82,4.84,3.28,0.9629000000000001,0,97.18,4.84,95.64,0.2,0,97.18,0.34,1.08,0.0227,0,1.92,3.47,1.92
2015,85,Casanare,87417,102.43,1.0239,70.61,102,83.12,46.95,1.1506,102.31,123.5,119.57,90.97,25.71,20.3,0.0375,4.13,3.04,5.04,2.59,0.8889,0.42,91.59,5.04,92.06,0.0736,0.42,91.59,12.39,5.35,1.21,0.42,1.01,1.84,0.69
2015,86,Putumayo,91874,76.71,0.767,35.59,75.52,63.09,29.54,0.8874,72.48,95.92,94.84,66.7,27.77,25.27,0.0526,6.29,4.45,6.46,4.3,0.8923000000000001,0.34,91.54,6.46,90.31,0.055099999999999996,0.34,91.54,8.75,5.39,0.85,0.34,0.74,1.2,0.82
2015,88,"Archipiélago de San Andrés, Providencia y Santa Catalina",15265,67.34,0.6729999999999999,52.34,67.37,60.42,39.01,0.7267,69.1,76.07,76.45,58.81,25.8,83.33,0.63,0.29,0.4,1.01,0.7,0.9592,0.15,97.57,1.01,96.21,0.0344,0.15,97.57,6.26,3.08,0.0216,0.15,1.83,3.24,1.48
2015,91,Amazonas,22212,81.49,0.8146,40.65,82.75,59.41,26.52,0.9576,79.35,111.01,94.27,67.01,20.13,16.36,0.047599999999999996,4.54,2.53,8,6.69,0.8923000000000001,0.27,90.55,8,88.52,0.0601,0.27,90.55,6.27,4.79,1.65,0.27,2.02,1.39,1.34
2015,94,Guainía,11913,75.3,0.753,53.21,72.75,35.9,8.16,0.9344,117.02,117.23,85.78,38.1,26.15,24.44,0.0764,6.62,6.39,10.59,7.61,0.754,11.32,76.19,10.59,76.32,0.1696,11.32,76.19,18.55,16.07,0.0212,11.32,2.24,1.89,0
2015,95,Guaviare,31553,54.91,0.5489999999999999,27.32,54.02,40.88,19.45,0.659,53.93,72.87,68.61,47.72,27.73,24.08,0.047,4.68,3.79,6.48,3.72,0.8798999999999999,2.7,89.92,6.48,90.06,0.0731,2.7,89.92,10.45,6.22,1.21,2.7,0.9,2.05,0.94
2015,97,Vaupés,12684,64.08,0.6408,20.27,64.42,35.56,11.59,0.7658,44.34,101.51,68.79,42.91,14.69,24.58,0.0808,6.79,7.73,9.66,5.86,0.7837999999999999,5.79,77.15,9.66,85.74,0.1354,5.79,77.15,12.93,8.4,0.0349,5.79,4.08,3.37,0.16
2015,99,Vichada,21644,76.82,0.7681,39.63,79.35,34.6,14.94,0.8709,86.64,123.64,62.26,38.02,14.63,41.62,0.09230000000000001,10.14,8.15,12.15,7.96,0.7694,1.62,75.5,12.15,84.8,0.1382,1.62,75.5,13.39,7.24,0.88,1.62,0.82,1.11,1.33
2016,5,Antioquia,1265147,88.2,0.8808,56.51,86.84,73.59,43.42,1.0171999999999999,75.25,108.88,109.04,82.86,30588.0,26.18,0.0447,3.58,3.42,6.46,3.38,0.884,0.17,90.66,6.46,90.97,0.0713,0.17,90.66,10.63,5.66,0.0302,0.17,3.04,4.12,1.16
2016,8,Atlántico,519509,89.7,0.8935,53.37,85.78,75.45,50.37,0.9802,84.58,105.21,99.77,83.3,27781.0,95.39,0.0213,2.91,2.07,2.28,1.5,0.9442,1.16,94.98,2.28,96.06,0.0344,1.16,94.98,4.89,2.44,1.23,1.16,1.21,1.52,0.52
2016,11,"Bogotá, D.C.",1453283,80.7,0.8026000000000001,56.39,79.04,72.6,49.73,0.8729,71.28,88.8,92.09,82.07,27281.0,97.65,0.0208,2.17,1.57,2.69,2.02,0.9754999999999999,0,98.39,2.69,95.98,0.37,0,98.39,0.17,2,0.0373,0,2.92,6.01,2.09
2016,13,Bolívar,487274,89.5,0.8941,56.28,88.01,70.99,42.55,1.0118,97.89,112.11,101.25,75.56,24543.0,48.21,0.0297,3.58,2.45,3.71,2.48,0.9168000000000001,0.77,93.07,3.71,92.44,0.0535,0.77,93.07,7.89,5.07,0.0216,0.77,2.22,2.66,1.07
