ano,codigo_depto,departamento,poblacion_5_16,tasa_matriculacion_5_16,cobertura_neta,cobertura_neta_transicion,cobertura_neta_primaria,cobertura_neta_secundaria,cobertura_neta_media,cobertura_bruta,cobertura_bruta_transicion,cobertura_bruta_primaria,cobertura_bruta_secundaria,cobertura_bruta_media,tamano_promedio_grupo,sedes_conectadas_a_internet,desercion,desercion_transicion,desercion_primaria,desercion_secundaria,desercion_media,aprobacion,aprobacion_transicion,aprobacion_primaria,aprobacion_secundaria,aprobacion_media,reprobacion,reprobacion_transicion,reprobacion_primaria,reprobacion_secundaria,reprobacion_media,repitencia,repitencia_transicion,repitencia_primaria,repitencia_secundaria,repitencia_media
2016,15,Boyacá,279627,83.8,0.8370000000000001,60.62,81.48,74.7,50.36,0.96,79.49,98.11,101.39,87.69,24765.0,26.86,0.0246,2.01,1.47,3.7,2.33,0.935,0.21,95.82,3.7,93.76,0.0404,0.21,95.82,6.28,3.91,0.0218,0.21,1.66,3.49,1.12
2016,17,Caldas,192703,77.4,0.774,50.21,72.48,69.4,43.8,0.8886,66.21,89.26,97.77,81.13,25336.0,35.58,0.042800000000000005,4.38,3.14,5.91,3.44,0.8916,0.51,91.27,5.91,91.85,0.06559999999999999,0.51,91.27,9.42,4.72,0.0216,0.51,1.78,3.2,1.33
2016,18,Caquetá,124296,75.4,0.7536,46.75,74.9,54.99,24.68,0.8813,79.44,102.24,83.9,64.97,26515.0,11.9,0.0688,7.22,5.92,8.78,5.29,0.9168999999999999,0.18,92.88,8.78,92.55,1.43,0.18,92.88,1.96,2.16,0.022000000000000002,0.18,2.16,2.97,1
2016,19,Cauca,307989,83.9,0.8384,48.41,85.12,65.49,33.56,1.0022,84.06,112.56,102.27,74.83,20246.0,51.52,0.028399999999999998,2.57,1.85,4.25,3.3,0.9142,0.98,92.44,4.25,91.52,0.057300000000000004,0.98,92.44,7.05,5.19,1.22,0.98,1.06,1.78,0.8
2016,20,Cesar,259794,97.6,0.9743999999999999,58.68,95.6,75.01,42.61,1.1073,111.77,124.98,105.99,83.48,27664.0,39.68,0.0507,6.94,4.77,5.63,3.01,0.8953,2.27,90.23,5.63,92.48,0.054000000000000006,2.27,90.23,7.1,4.52,1.19,2.27,1.18,1.45,0.5
2016,23,Córdoba,411715,90.3,0.9028,50.99,87.49,72.53,42.42,1.0434999999999999,93.94,114.23,104.42,83.77,21791.0,47.41,0.030299999999999997,3.4,2.27,4.02,3.07,0.9359999999999999,0.61,95,4.02,93.2,0.0337,0.61,95,4.86,3.73,0.0375,0.61,3.81,4.38,1.87
2016,25,Cundinamarca,577612,91.2,0.909,56.31,88.25,80.47,50.92,1.0115,83.89,103.6,108.7,88.49,19579.0,34.84,0.0368,4.02,2.68,5.05,3.06,0.9327,0.54,95.3,5.05,94.38,0.0305,0.54,95.3,4.97,2.56,0.024,0.54,1.86,3.71,1.46
2016,27,Chocó,145596,79.8,0.7985,49.12,81.51,48.05,22.34,0.9688,86.92,122.4,83.45,59.64,22587.0,38.49,0.0358,3.94,3.24,4.37,2.77,0.8744,0.34,87.18,4.37,92.38,0.0898,0.34,87.18,11.56,4.85,1.94,0.34,2.7,1.28,0.4
2016,41,Huila,268744,85.9,0.8584,56.87,86.07,73,40.51,0.9684,80.43,103.87,102.15,76.86,25.34,26.44,0.052300000000000006,4.29,3.75,7.76,4.39,0.8582,0.4,89.7,7.76,87.23,0.0894,0.4,89.7,14.28,8.38,0.0435,0.4,4.14,6.01,2.46
2016,44,La Guajira,264785,75.7,0.7559,48.47,72.88,45.95,20.57,0.883,101.54,111.46,74.15,42.65,23.92,22.3,0.0462,3.83,5.06,4.46,2.76,0.935,0.6,93.09,4.46,96,1.89,0.6,93.09,2.67,1.24,0.045,0.6,4.59,5.3,1.47
2016,47,Magdalena,329234,92.5,0.9233,58.96,85.37,68.74,37.96,1.0824,129.28,117.94,106.98,75.5,23.34,54.03,0.032,3.59,3.16,3.4,2.35,0.9431,0.43,94.66,3.4,95.66,0.024900000000000002,0.43,94.66,3.71,1.99,0.053099999999999994,0.43,4.83,4.38,1.4
2016,50,Meta,219565,92.4,0.9228000000000001,56.26,90.78,77.27,43.97,1.0473000000000001,87.44,114.32,106.25,85.56,27421.0,51.73,0.0535,6.58,4.24,7.02,4.06,0.8908,0.18,91.88,7.02,90.73,0.0557,0.18,91.88,9.22,5.21,0.86,0.18,0.84,1.23,0.25
2016,52,Nariño,394574,71.1,0.7112999999999999,38.56,68.32,56.56,29.8,0.8328,67.99,91.57,86.98,63.11,21151.0,32.91,1.67,0.8,1,2.61,2.22,0.9643999999999999,0.04,97.71,2.61,95.86,1.89,0.04,97.71,3.07,1.92,0.0264,0.04,2.36,3.79,1.34
2016,54,Norte de Santander,307238,88.6,0.8851,58.43,92.31,70.9,38,1.0166,92.73,115.55,100.97,74.99,26773.0,31.35,0.0484,5.4,3.89,6.51,3.7,0.9124,0.26,93.44,6.51,91.76,0.0391,0.26,93.44,6.45,4.55,1.85,0.26,1.57,2.69,1.25
2016,63,Quindio,108652,79.8,0.7974,46.06,72.4,75.16,49.3,0.9175,69.15,86.34,104.45,91.22,27934.0,47.77,0.061799999999999994,6.37,4.97,7.99,4.87,0.8741,0.29,90.59,7.99,89.37,0.0641,0.29,90.59,9.89,5.76,1.13,0.29,0.8,1.83,0.7
2016,66,Risaralda,182345,87.4,0.8715999999999999,54.74,82.95,76.03,44.93,1.0231000000000001,80.97,104.31,110.1,92.6,25753.0,52.11,0.0467,5.37,3.35,6.6,3.51,0.8954000000000001,1.38,92.56,6.6,91.03,0.0579,1.38,92.56,8.91,5.46,1.09,1.38,0.89,1.69,0.51
2016,68,Santander,402820,95.2,0.95,59.67,94.75,83,50.45,1.0647,95.39,111.42,112.12,89.14,24887.0,32.65,0.0397,5.1,3.17,5.17,2.76,0.8989,0.52,92.98,5.17,91.08,0.061399999999999996,0.52,92.98,10.22,6.15,0.0248,0.52,1.96,3.9,1.27
2016,70,Sucre,198817,96.8,0.9672,64.46,96.01,74.19,44.8,1.1151,127.26,122.12,107.39,85.64,23034.0,55.54,0.029500000000000002,3.14,2.34,3.97,2.27,0.8741,1.44,88.95,3.97,89.5,0.0964,1.44,88.95,13.93,8.23,0.47,1.44,0.48,0.57,0.32
2016,73,Tolima,306395,84.7,0.8459,49.33,82.47,71.2,44.23,0.9533,79.58,101.85,98.73,80.13,25322.0,40.63,0.037000000000000005,4.02,2.97,4.91,2.8,0.8931,0.7,91.64,4.91,91.1,0.0698,0.7,91.64,10.67,6.1,0.61,0.7,0.6,0.82,0.25
2016,76,Valle del Cauca,873706,81.4,0.8123,47.12,78.38,69.91,41.43,0.9381,74.23,98.31,100.53,79.48,24647.0,63.06,0.0434,4.81,3.56,5.49,3.5,0.8872,0.64,91.33,5.49,90.79,0.0694,0.64,91.33,10.69,5.71,1.29,0.64,1.24,1.7,0.54
2016,81,Arauca,75185,74,0.7395,45.72,73.41,56.6,30.26,0.8537,81.85,96.01,83,63.17,20236.0,13.29,0.037200000000000004,4.45,2.99,4.75,3.61,0.9628,0,97.01,4.75,96.37,0.0,0,97.01,0,0.02,0.0344,0,2.49,5.99,2.3
2016,85,Casanare,88003,100.2,1.0018,67.4,99.15,82.2,47.43,1.1165,95.63,119.7,117.25,87.96,24825.0,38.42,0.0421,4.01,3.59,5.62,2.7,0.9023,0.21,92.86,5.62,92.34,0.0556,0.21,92.86,9.7,4.96,0.0403,0.21,3.7,5.89,1.41
2016,86,Putumayo,91441,76.1,0.7609,34.27,73.99,64.26,32.65,0.878,70.36,92.53,95.51,69.27,26859.0,16.08,0.0753,7.57,6.66,9.18,5.91,0.8613,0.23,88.75,9.18,88.1,0.0634,0.23,88.75,10.06,6,0.0256,0.23,2.34,3.55,1.1
2016,88,"Archipiélago de San Andrés, Providencia y Santa Catalina",15167,68.2,0.6815000000000001,46.9,70.28,60.46,38.67,0.7381,64.84,80.67,76.08,57.06,25.96,79.17,0.0226,1.09,2.3,2.66,1.62,0.9773000000000001,0,97.7,2.66,98.29,0.01,0,97.7,0,0.1,0.024700000000000003,0,1.99,3.71,2.38
2016,91,Amazonas,22243,81.4,0.8134999999999999,45.44,80.27,59.77,26.64,0.9612,84.42,108.78,96.16,68.38,21218.0,26.61,0.0506,5.23,2.75,8.49,5.96,0.8911,0.32,91.28,8.49,88.25,0.0583,0.32,91.28,7.05,5.79,0.0661,0.32,7.5,7.17,4.14
2016,94,Guainía,11935,77.6,0.7764,58.82,75.91,35.5,9.01,0.9579000000000001,120.45,117.88,89.33,41.23,26299.0,18.89,0.0821,9.63,6.64,11.16,6,0.7484999999999999,7.67,77.2,11.16,81.24,0.16940000000000002,7.67,77.2,23.19,12.77,1.9,7.67,1.68,1.8,0.58
2016,95,Guaviare,31671,54.8,0.5483,25.99,53.38,41.52,21.19,0.654,52.76,72.05,68.69,47.23,27866.0,19.75,0.047,5.32,3.59,6.47,4.45,0.8919,0.51,91.48,6.47,88.88,0.0611,0.51,91.48,9.3,6.67,0.0285,0.51,2.18,4.57,2.22
2016,97,Vaupés,12654,64.2,0.6417,23.91,63.33,38.09,12.67,0.7678,47.3,96.43,73.94,45.46,14.21,25.66,0.066,6.37,4.97,10.15,5.11,0.8311,0.19,82.91,10.15,87.84,0.10289999999999999,0.19,82.91,9.56,7.06,0.0302,0.19,3.26,3.2,1.8
2016,99,Vichada,21951,77.8,0.7778,41.52,80.09,34.58,14.69,0.879,84.46,125.36,63.17,37.3,17248.0,41.58,0.0816,10.14,7.71,9.09,6.22,0.7803,1.8,75.21,9.09,88.22,0.1381,1.8,75.21,11.53,5.57,0.0326,1.8,3.79,2.88,1.21
2017,5,Antioquia,1270105,86.1,0.86,56.58,83.3,73.93,42.85,0.9815,74.91,101.94,107.54,81.77,31728.0,32.85,0.0415,3.56,3.28,5.69,3.39,0.8868,0.19,90.8,5.69,90.95,0.0716,0.19,90.8,10.64,5.66,0.0652,0.19,6.31,8.94,2.97
2017,8,Atlántico,518257,91.1,0.9072,58.52,87.59,76.65,50.84,0.9932,89,105.29,100.94,86.39,32237.0,92.5,1.28,2.03,1.23,1.32,0.96,0.9418000000000001,1.12,94.92,1.32,95.82,0.0454,1.12,94.92,6.59,3.22,1.11,1.12,1.21,1.27,0.36
2017,11,"Bogotá, D.C.",1452849,79.9,0.7945,54.62,78.53,71.47,49.3,0.8662000000000001,70.52,88.19,90.72,82.66,31843.0,98.76,1.62,2.21,1.31,1.9,1.55,0.9729000000000001,0.04,98.04,1.9,96.18,1.09,0.04,98.04,1.36,2.27,0.14,0.04,0.14,0.2,0.06
2017,13,Bolívar,486067,90.7,0.9057999999999999,62.87,88.22,72.96,43.18,1.0217,103.58,111.35,102.87,77.19,25846.0,39.17,0.0265,3.37,2.24,3.15,2.32,0.9116,0.96,91.98,3.15,92.14,0.061900000000000004,0.96,91.98,8.38,5.54,0.044000000000000004,0.96,4.22,5.51,2.26
2017,15,Boyacá,275027,83.5,0.8348,60.66,81.41,75.23,50.1,0.9476,79.16,95.16,101.38,87.74,27697.0,27.23,0.0215,3.55,1.27,2.86,2.22,0.9261,0.22,95.56,2.86,92.83,0.0525,0.22,95.56,8.65,4.95,0.023,0.22,1.65,3.69,1.55
2017,17,Caldas,191444,75.8,0.7572,51.76,70.11,68.71,43.06,0.8634999999999999,64.93,85.32,96.88,78.29,26938.0,37.97,0.0347,3.67,2.54,4.67,3,0.8946,0.44,91.85,4.67,91.15,0.0707,0.44,91.85,10.31,5.85,0.0308,0.44,2.38,4.75,1.88
2017,18,Caquetá,124222,74.4,0.7437,46.49,73.67,56.11,24.84,0.8809999999999999,77.13,99.8,84.33,71.42,28152.0,8.3,0.0673,7.23,5.81,8.31,5.84,0.9051,0.4,91.64,8.31,91.52,0.0276,0.4,91.64,3.75,2.64,0.034300000000000004,0.4,3.66,4.05,1.62
2017,19,Cauca,303777,83.3,0.8331999999999999,49.93,84.53,67.01,34.06,0.9931,85.1,109.32,102.37,76.47,20127.0,32.01,0.0276,2.36,1.74,4.07,3.55,0.9066,1.21,92.21,4.07,90.74,0.0659,1.21,92.21,8.91,5.71,1.26,1.21,0.99,1.96,0.97
2017,20,Cesar,259051,99.1,0.9892,63.89,96.33,77.05,43.61,1.1118000000000001,114.87,126.38,106.38,80.18,30738.0,26.42,0.0398,5.52,3.67,4.45,2.57,0.9056000000000001,1.05,91.46,4.45,91.8,0.0546,1.05,91.46,7.49,5.63,0.92,1.05,0.94,1.08,0.35
2017,23,Córdoba,413883,88.8,0.8872,53.75,84.35,73.01,42.2,1.0131000000000001,96.9,108.19,102.8,82.44,21514.0,37.99,0.030299999999999997,3.33,2.15,4.08,3.32,0.9323,0.52,94.67,4.08,92.83,0.0375,0.52,94.67,5.34,3.85,0.0329,0.52,3.26,4.08,2.03
2017,25,Cundinamarca,579364,91.8,0.9156,57.22,89.27,81.65,51.57,1.0171999999999999,83.77,103.74,109.61,89.86,20136.0,29.04,0.025699999999999997,3.25,1.84,3.42,2.3,0.9405,0.54,95.79,3.42,94.57,0.0337,0.54,95.79,5.22,3.13,0.024300000000000002,0.54,1.92,3.67,1.54
2017,27,Chocó,145765,79.2,0.7918999999999999,54.05,80.16,48.97,22.19,0.9551000000000001,92.22,116.7,84.13,62.24,23395.0,36.32,0.023799999999999998,2.99,1.96,3.15,1.97,0.8848999999999999,0.28,88.14,3.15,92.68,0.09140000000000001,0.28,88.14,11.68,5.35,0.0223,0.28,3.14,1.39,0.38
2017,41,Huila,268582,85.3,0.8517,62.02,84.05,73.08,40.14,0.9517,85.56,99.64,101.08,76.94,28256.0,25.76,0.0414,3.32,2.75,6.4,3.52,0.8656999999999999,0.37,90.65,6.4,87.98,0.09300000000000001,0.37,90.65,15.26,8.49,0.0332,0.37,2.75,5.01,2.47
2017,44,La Guajira,271221,75.5,0.7544,51.71,72.96,46.92,20.69,0.8651000000000001,96.19,106.9,75.48,44.75,25.73,8.3,0.0298,4.11,2.44,3.72,2.59,0.9392,0.38,94.19,3.72,95.6,0.031,0.38,94.19,3.92,1.82,0.048499999999999995,0.38,5.3,5.24,1.59
2017,47,Magdalena,327940,93.6,0.9329999999999999,57.03,87.81,70.05,39.23,1.0939,116.26,120.26,109.11,78.91,26.88,49.71,0.025699999999999997,3.46,2.48,2.66,1.88,0.9462,0.82,94.31,2.66,95.94,0.027999999999999997,0.82,94.31,3,2.18,0.0252,0.82,2.61,2.39,1
2017,50,Meta,221844,90.9,0.9087999999999999,56.86,88.87,76.9,43.9,1.0217,85.35,108.98,105.72,85.89,31086.0,25.83,0.042,4.56,3.52,5.33,3.31,0.9081,0.11,92.7,5.33,92.4,0.0499,0.11,92.7,7.92,4.29,1.04,0.11,0.88,1.63,0.49
2017,52,Nariño,393195,70.2,0.7016,37.49,66.68,57.45,29.86,0.833,64.48,91.31,87.85,63.93,20998.0,28.1,1.4,1.18,0.97,1.91,1.77,0.9581999999999999,0.38,96.65,1.91,96.19,0.0278,0.38,96.65,3.99,2.04,0.0317,0.38,2.79,4.47,1.91
2017,54,Norte de Santander,304148,90.4,0.903,61.33,92.97,73.65,39.83,1.0526,91.67,114.6,107.8,84.94,30323.0,30.44,0.036000000000000004,4.12,2.73,4.81,3.54,0.9186,1.17,94.38,4.81,91.44,0.0454,1.17,94.38,7.58,5.02,1.24,1.17,1.2,1.7,0.54
2017,63,Quindio,108156,77.8,0.7768999999999999,45.43,70.86,72.73,48.18,0.8856999999999999,67.87,83.78,100.76,86.77,29872.0,22.94,0.0492,5.16,3.97,6.28,4,0.8868,0.27,91.48,6.28,90.09,0.064,0.27,91.48,9.69,5.91,0.8,0.27,0.56,1.39,0.3
2017,66,Risaralda,181154,86.8,0.8662000000000001,55.57,82.04,75.63,45.42,1.0070000000000001,81.59,100.14,110.16,92.84,27947.0,40.26,0.0482,5.84,3.74,6.39,3.59,0.8934000000000001,0.77,92.19,6.39,92.05,0.0584,0.77,92.19,9.59,4.36,0.024,0.77,2.14,3.42,1.27
2017,68,Santander,398621,96.5,0.9632999999999999,63.75,95.04,85.29,51.23,1.0772,99.08,110.6,114.29,92.22,29433.0,32.01,0.026699999999999998,3.74,1.97,3.37,2.51,0.9127,0.46,93.96,3.37,91.61,0.060700000000000004,0.46,93.96,9.87,5.88,0.0241,0.46,1.92,3.75,1.34
2017,70,Sucre,197947,97.3,0.972,69.67,95.21,76.17,44.05,1.1179000000000001,131.46,121.05,109.2,84.12,23538.0,44.38,0.027000000000000003,3.26,2.17,3.4,2.29,0.8786,0.73,88.89,3.4,89.32,0.0943,0.73,88.89,13.18,8.39,1.06,0.73,0.98,1.52,0.63
2017,73,Tolima,303140,84,0.8391,50.6,81.39,71.88,43.79,0.9439,77.3,99.77,99.37,79.47,27924.0,23.91,0.029300000000000003,3.53,2.45,3.65,2.25,0.9006000000000001,0.49,92.31,3.65,91.91,0.0701,0.49,92.31,10.98,5.84,0.73,0.49,0.72,0.99,0.34
2017,76,Valle del Cauca,873860,80.4,0.8020999999999999,49.95,76.38,71.03,40.74,0.9194,75.77,93.77,100.98,77.74,28.88,47.05,0.0371,4.24,3.11,4.48,3.24,0.8959,0.84,91.59,4.48,91.98,0.067,0.84,91.59,10.03,4.78,1.45,0.84,1.35,1.93,0.78
2017,81,Arauca,75197,75,0.7502,47.31,73.96,58.4,30.87,0.866,83.24,97.04,85.63,62.25,21767.0,35.81,0.0363,3.9,3.28,4.23,3.21,0.9631000000000001,0,96.72,4.23,96.07,0.07,0,96.72,0,0.73,0.0717,0,6.85,9.05,3.68
2017,85,Casanare,88626,97.8,0.9772,71.03,96.81,81.76,46.06,1.1268,101.07,122.93,115.8,86.31,26656.0,15.69,0.0268,2.98,2.19,3.38,2.31,0.9240999999999999,0.08,94.05,3.38,93.71,0.049100000000000005,0.08,94.05,7.89,3.98,0.0209,0.08,1.73,3.25,1.38
2017,86,Putumayo,91161,75.2,0.7524,39.01,71.89,63.92,33.63,0.8854000000000001,75.55,93,93.8,73.4,27.3,16.36,0.0574,5.74,4.07,7.98,5.7,0.8812000000000001,0.2,91.11,7.98,89.11,0.061399999999999996,0.2,91.11,9.53,5.19,0.0265,0.2,2.31,3.89,1.68
2017,88,"Archipiélago de San Andrés, Providencia y Santa Catalina",15106,67.8,0.6764,51.18,67.84,59.69,37.76,0.7238,67.06,77.72,75.58,55.57,27407.0,79.17,1.15,0.75,1.29,1.13,0.9,0.9788,0,98.09,1.13,98.6,0.97,0,98.09,1.82,0.5,0.0204,0,1.22,3.75,0.8
2017,91,Amazonas,22269,83.6,0.821,48.95,80.56,60.67,30.05,0.9656,92.62,108,94.3,72.21,20971.0,16.5,0.048799999999999996,6.38,3.06,6.98,6.23,0.8745,0.91,90.04,6.98,86.58,0.0767,0.91,90.04,11.01,7.19,0.0596,0.91,7.06,6.05,2.42
2017,94,Guainía,11965,80,0.7998000000000001,59.6,78.83,36.62,8.82,0.9793999999999999,114.71,123.49,89.36,42.1,25747.0,16.67,0.0768,9.35,6.14,10.36,6.97,0.7679,7.92,78.42,10.36,79.66,0.1553,7.92,78.42,19.29,13.37,0.0313,7.92,3.35,3.28,0.38
2017,95,Guaviare,31876,55,0.5502,25.67,53.29,43.54,21.57,0.6759999999999999,48.69,75.31,71,49.66,30.37,14.94,0.0434,6.13,3.53,5.33,4,0.9439,0,94.71,5.33,94.69,1.27,0,94.71,0.76,1.31,0.0286,0,2.17,4.77,1.69
2017,97,Vaupés,12668,66.5,0.6537999999999999,23.37,65.39,39.27,14.03,0.7829,45.08,99.3,74.08,48.28,14709.0,13.39,0.08,8.77,6.05,11.69,7.85,0.8089,0.58,79.81,11.69,84.99,0.1112,0.58,79.81,8.21,7.15,0.0316,0.58,3.57,3.38,0.98
2017,99,Vichada,22282,77.9,0.7793000000000001,46.15,79.59,33.87,14.91,0.9269,89.56,134.58,64.13,37.4,21875.0,37.7,0.08650000000000001,9.47,7.97,10.48,7.4,0.763,0.63,72.75,10.48,85.12,0.1505,0.63,72.75,11.3,7.49,0.1173,0.63,13.39,11.82,3.74
2018,5,Antioquia,1147598,84.72,0.9411,67.98,91.89,81.29,43.83,1.0839,87.84,113.99,118.58,85.46,0.0,,0.0397,3.43,3.18,5.42,2.84,0.8913,0.19,91,5.42,91.76,0.0691,0.19,91,10.05,5.41,0.0313,0.19,3.14,4.22,1.29
2018,8,Atlántico,521630,92.53,0.9134,61.54,89.02,76.55,49.27,0.9981,93.11,106.13,101.18,85.05,0.0,,1.55,2.24,1.49,1.65,1.09,0.9357,1.92,94.11,1.65,95.45,0.048799999999999996,1.92,94.11,6.6,3.46,0.74,1.92,0.78,0.85,0.27
2018,11,"Bogotá, D.C.",1179282,78.71,0.9651000000000001,70.65,97.81,85.97,56.01,1.052,90.75,110.39,108.9,93.18,0.0,,1.65,1.9,1.35,2.01,1.53,0.9802,0,98.65,2.01,96.32,0.33,0,98.65,0.07,2.15,0.33,0,0.24,0.57,0.21
2018,13,Bolívar,455784,92.71,0.986,69.74,97.25,79.38,44.17,1.1248,113.41,124.42,112.82,82.2,0.0,,0.0275,3.65,2.35,3.19,2.4,0.9031,0.86,91.26,3.19,91.04,0.0693,0.86,91.26,9.43,6.56,0.0382,0.86,3.88,4.43,2.05
2018,15,Boyacá,234116,83.54,0.9654,70.66,92.85,89.25,57.96,1.0684,93.36,106.31,115.66,97.02,0.0,,0.0207,1.88,1.28,2.99,2.07,0.9259000000000001,0.26,95.4,2.99,92.75,0.053399999999999996,0.26,95.4,8.54,5.18,1.69,0.26,1.37,2.59,1.01
2018,17,Caldas,162391,74.38,0.8708,65.68,83.01,77.81,45.19,0.9948999999999999,83.13,100.85,110.68,82.52,0.0,,0.0296,2.99,2.21,3.88,2.67,0.9077,0.71,92.8,3.88,92.55,0.06269999999999999,0.71,92.8,9.2,4.78,0.0335,0.71,2.85,4.92,1.86
2018,18,Caquetá,98639,73.14,0.9204000000000001,59.17,90.89,69.46,32.22,1.0789,96.56,120.71,104.71,87.01,0.0,,0.055,6.54,4.61,6.91,4.51,0.9262,0.42,93.8,6.91,93.06,1.88,0.42,93.8,2.57,2.43,0.0252,0.42,2.51,3.36,1.37
2018,19,Cauca,301714,83.72,0.8317,55.16,84.55,66.21,33.58,1.0003,92.72,108.43,103.6,77.45,0.0,,0.0258,2.25,1.72,3.77,2.89,0.9033,0.92,91.4,3.77,91,0.0709,0.92,91.4,9.16,6.11,0.97,0.92,0.81,1.52,0.43
2018,20,Cesar,288411,101.41,0.9073,58.81,87.8,71.27,39.94,1.0199,103.52,113.9,99.55,75.09,0.0,,0.0398,5.24,3.73,4.45,2.51,0.9035,0.87,91.51,4.45,91.94,0.056799999999999996,0.87,91.51,8.28,5.56,1.24,0.87,1.06,1.7,0.8
2018,23,Córdoba,386239,87.95,0.9472,58.31,90.71,78.21,43.56,1.0832,104.29,115.57,111.83,85.17,0.0,,0.0223,2.99,1.62,2.9,2.15,0.9381,0.58,95.03,2.9,93.2,0.039599999999999996,0.58,95.03,5.39,4.65,0.028900000000000002,0.58,2.97,3.45,1.54
2018,25,Cundinamarca,547875,92.49,0.9791,67,98.58,86.4,50.34,1.0872,97.31,114,115.94,88.18,0.0,,0.028900000000000002,3.59,2.09,3.89,2.33,0.9211,0.74,94.56,3.89,92.64,0.05,0.74,94.56,7.8,5.03,0.021099999999999997,0.74,1.6,3.34,1.14
2018,27,Chocó,143975,79.81,0.8095,55.99,81.74,51.12,23.21,0.9811,96.95,119.23,85.85,67.01,0.0,,0.0316,3.5,2.62,4.2,2.85,0.8771,0.06,87.62,4.2,91.67,0.0913,0.06,87.62,11.98,5.48,1.29,0.06,1.91,0.72,0.24
2018,41,Huila,242238,85.04,0.9428,70.97,92.4,81.28,44.75,1.0628,99.63,111.57,112.77,83.25,0.0,,0.0421,3.38,2.76,6.5,3.71,0.861,0.28,90.22,6.5,87.17,0.0969,0.28,90.22,15.7,9.11,0.0263,0.28,2.49,3.78,1.27
2018,44,La Guajira,237991,77.72,0.9055,66.37,90.09,56.54,23.25,1.0372,115.1,129.69,91.59,51.38,0.0,,0.0277,3.6,2.45,3.37,1.6,0.9301,0.52,92.72,3.37,94.96,0.042199999999999994,0.52,92.72,4.58,3.44,0.0475,0.52,5.79,4.1,1.29
2018,47,Magdalena,317652,95.21,0.9769,62.36,91.7,73.92,40.66,1.1566,118.54,125.19,117.16,86.63,0.0,,0.0326,3.63,2.93,3.7,2.94,0.9358,0.66,94.09,3.7,94.38,0.0315,0.66,94.09,4.19,2.67,1.7,0.66,1.71,1.96,0.65
2018,50,Meta,218707,90.3,0.9251,65.24,91.04,78.31,43.29,1.0413,93.06,111.08,108.07,84.91,0.0,,0.0447,5.8,3.53,5.75,3.52,0.8965000000000001,0.15,92.43,5.75,91.3,0.0588,0.15,92.43,9.72,5.18,0.89,0.15,0.69,1.43,0.54
2018,52,Nariño,314579,67.88,0.8454,49.04,81.82,69.66,35.6,0.9898,79.38,107.7,105.88,74.99,0.0,,1.34,0.92,0.79,2.12,1.38,0.9542,0.56,96.33,2.12,96.07,0.032400000000000005,0.56,96.33,4.44,2.55,0.0294,0.56,2.55,4.29,1.52
2018,54,Norte de Santander,307526,93.58,0.9162,65.88,91.76,74.5,40.56,1.0628,96.89,112.39,110.57,87.61,0.0,,0.0395,4.92,3.36,4.7,3.49,0.9055,0.4,92.65,4.7,90.17,0.055,0.4,92.65,8.6,6.34,1.41,0.4,1.35,1.94,0.81
2018,63,Quindio,83383,76.15,0.9834999999999999,67.93,95.26,89.06,54.66,1.1083,97.88,111.74,122.46,93.1,0.0,,0.0417,4.71,3.18,5.39,3.45,0.8917,0.43,92.3,5.39,90.52,0.0667,0.43,92.3,10.27,6.02,1.08,0.43,0.86,1.66,0.63
2018,66,Risaralda,157477,86.17,0.9840000000000001,69.6,96.23,84.42,49.19,1.1409,99.71,116.3,123.34,98.13,0.0,,0.042300000000000004,4.81,3.41,5.53,2.96,0.8874,0.96,91.34,5.53,91.25,0.0704,0.96,91.34,10.79,5.79,0.76,0.96,0.82,0.96,0.3
2018,68,Santander,401463,97.79,0.9606,67.51,94.88,83.83,49.63,1.0808,101.94,111.16,113.07,94.05,0.0,,0.032,4.24,2.41,4.1,2.7,0.8946,0.45,93.15,4.1,89.96,0.07339999999999999,0.45,93.15,12.29,7.35,1.73,0.45,1.43,2.71,0.71
2018,70,Sucre,201443,98.08,0.9599,72.16,95.33,75.31,41.67,1.1042,132.2,121.35,107.2,80.24,0.0,,0.0278,3.42,2.16,3.62,2.24,0.8736,1.33,88.93,3.62,89.03,0.0986,1.33,88.93,14.13,8.73,1.28,1.33,1.28,1.73,0.77
2018,73,Tolima,255496,83.88,0.9854,72.09,98.2,83.51,46.72,1.1066,104.33,120.25,115.05,83.85,0.0,,0.0302,3.54,2.37,3.89,2.48,0.9056000000000001,0.35,92.92,3.89,92.04,0.0642,0.35,92.92,10.05,5.48,0.84,0.35,0.84,1.11,0.41
2018,76,Valle del Cauca,861316,79.27,0.8036,53.98,76.19,71.45,40.2,0.9187000000000001,78.67,92.92,101.16,77.31,0.0,,0.0326,3.83,2.74,3.99,2.49,0.8922,0.5,91.63,3.99,91.17,0.07519999999999999,0.5,91.63,11.36,6.34,1.1,0.5,1.06,1.44,0.59
2018,81,Arauca,60962,77.02,0.9493,61.66,93.81,74.65,36.66,1.1220999999999999,103.46,129.12,110.95,76.73,0.0,,0.0263,2.83,2.21,3.32,2.35,0.9729000000000001,0,97.79,3.32,96.8,0.08,0,97.79,0,0.86,0.0446,0,4.08,6.53,1.91
2018,85,Casanare,92859,96.81,0.9305,71.43,91.01,78.86,44.09,1.043,96.28,108.97,111.24,83.02,0.0,,0.0269,3.08,2.12,3.47,2.31,0.9077,0.57,93.26,3.47,92.33,0.0654,0.57,93.26,10.81,5.36,2.0,0.57,2.01,2.84,0.63
